type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id
Internal,Employee,HLK Tech Lab,Tech,System Owner,Domain Specialist,Next.js Web App,thi_tech_dtp_1,Analytics,thi_mkt_dtp_19,Web Traffic Analytics,env_tech_dtp_30,task,,,,,,,3,1,high,3,2026-05-14,Domain Specialist,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Governance Lead,Data Steward,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,"Query, KPI & Reporting Catalog",thi_data_dtp_31,task,,,,,,,3,1,high,3,2026-05-14,Data Steward,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Governance Lead,Data Steward,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Enterprise MasterData (Relationship Management),thi_data_dtp_32,process,,,,,,,3,1,medium,3,2026-05-14,Data Steward,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Governance Lead,Data Steward,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Datamarts & Enterprise Applications,thi_data_dtp_33,task,,,,,,,2,1,medium,2,2026-05-14,Data Steward,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Engineer,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,RPA,thi_data_dtp_34,process,,,,,,,3,1,medium,3,2026-05-14,Data Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Audiences (HLK Data Governance),env_tech_dtp_35,task,,,,,,,3,2,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Events (HLK Data Governance),env_tech_dtp_36,task,,,,,,,3,2,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Campaign Management (HLK Data Governance),env_tech_dtp_37,task,,,,,,,3,2,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Facebook Business Manager (HLK Data Governance),env_tech_dtp_38,process,,,,,,,3,2,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,Audiences,thi_mkt_dtp_39,task,,,,,,,3,2,medium,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,Layout (marketing pod),thi_mkt_dtp_40,task,,,,,,,3,2,medium,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,Events,thi_mkt_dtp_41,task,,,,,,,3,2,medium,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,Campaign Management,thi_mkt_dtp_42,process,,,,,,,3,2,medium,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,Facebook Business Manager,thi_mkt_dtp_43,workstream,,,,,,,3,2,high,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Domain Specialist,Next.js Web App,thi_tech_dtp_1,Domain management,env_tech_dtp_5,Sub-domain design,env_tech_dtp_44,task,,,,,,,3,1,low,3,2026-05-14,Domain Specialist,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Linkedin (HLK Data Governance),env_tech_dtp_45,process,,,,,,,3,2,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Instagram (HLK Data Governance),env_tech_dtp_46,process,,,,,,,3,2,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Envoy Tech,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,SEO OnPage,env_mkt_dtp_47,process,,,,,,,3,1,low,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Envoy Tech,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,SEO OffPage,env_mkt_dtp_48,process,,,,,,,3,1,low,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,SEM,env_tech_dtp_49,task,,,,,,,3,1,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,Linkedin,thi_mkt_dtp_50,process,,,,,,,3,2,high,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Online,thi_mkt_ws_o1,Instagram,thi_mkt_dtp_51,process,,,,,,,3,2,high,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,SEO as part of the Codebase,thi_tech_dtp_52,process,,,,,,,3,1,low,3,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,User management,env_tech_dtp_53,process,,,,,,,3,1,medium,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,SQL Architecture,env_tech_dtp_55,SQL Architecture,env_tech_dtp_55,Edge Function Architecture,env_tech_dtp_54,workstream,,,,,,,2,1,high,2,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,,,HLK Data Governance,thi_data_prj_1,SQL Architecture,env_tech_dtp_55,workstream,,,,,,,3,1,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Tech Lead,Next.js Web App,thi_tech_dtp_1,Next.js Web App,thi_tech_dtp_1,E-commerce Plugins,env_tech_dtp_56,task,,,,,,,3,1,medium,3,2026-05-14,Tech Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Resonance Manager,Account Management Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Customer Experience,thi_mkt_ws_2,Mailchimp,thi_mkt_dtp_57,task,,,,,,,3,1,low,3,2026-05-14,Account Management Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Resonance Manager,Account Management Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Customer Experience,thi_mkt_ws_2,Calendly,thi_mkt_dtp_58,task,,,,,,,3,1,low,3,2026-05-14,Account Management Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Customer Experience,thi_mkt_ws_2,Newsletter,thi_mkt_dtp_59,task,,,,,,,3,1,medium,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,Animations,thi_mkt_dtp_60,task,,,,,,,1,1,low,2,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Reach Manager,Reach Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,A-Z Test (research process),thi_mkt_dtp_61,task,,,,,,,3,1,high,3,2026-05-15,Reach Manager,D-IH-72-AN,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Next.js Web App,thi_tech_dtp_1,High-Level Web design,env_mkt_dtp_7,Landing page design,thi_mkt_dtp_62,task,,,,,,,3,1,medium,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Facebook API,env_tech_dtp_63,task,,,,,,,3,1,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,Data Management,thi_data_ws_1,Google API,env_tech_dtp_64,task,,,,,,,3,1,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,Voice (Brand Persona),thi_mkt_dtp_65,process,,,,,,,3,1,medium,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,Message (Brand Persona),thi_mkt_dtp_66,process,,,,,,,3,1,high,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Facebook Business Manager,thi_mkt_dtp_43,Editorial Calendar,thi_mkt_dtp_67,task,,,,,,,3,1,low,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Data Governance,thi_data_prj_1,HLK Data Governance,thi_data_prj_1,Masterdata Design (HLK Data Governance),env_tech_dtp_68,workstream,,,,,,,3,2,low,3,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Branding web,thi_mkt_dtp_6,Masterdata Design,thi_mkt_dtp_69,workstream,,,,,,,3,2,low,3,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Tech Lead,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,Testing & CI/CD,env_tech_dtp_70,process,,,,,,,2,1,high,3,2026-05-14,Tech Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Operations,PMO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Delivery Management,hol_ops_dtp_71,process,,,,,,,3,1,medium,2,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Governance Lead,Data Engineer,HLK Data Governance,thi_data_prj_1,HLK Data Governance,thi_data_prj_1,Make,thi_data_dtp_72,workstream,,,,,,,3,1,,,2026-05-14,Data Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Operations,PMO,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Flow Design,tbd_tbd_dtp_73,process,,,,,,,3,1,,,2026-05-22,PMO,D-IH-86-CL,v3.1,,,,,,,,
Internal,Employee,Holistika,Operations,PMO,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Flow Design,tbd_tbd_dtp_73,Flow Parameter Input,tbd_tbd_dtp_74,task,,,,,,,3,1,,,2026-05-22,PMO,D-IH-86-CL,v3.1,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Tech Lead,HLK Infrastructure and DevOPS,env_tech_prj_4,Repo Management and Hosting,env_tech_dtp_14,Merging branches,env_tech_dtp_75,process,,,,,,,2,1,,,2026-05-14,Tech Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Engineer,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Create Relational Functions in SQL,thi_data_dtp_76,task,,,,,,,3,1,,,2026-05-14,Data Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Governance Lead,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Data Modeling,thi_data_dtp_77,process,,,,,,,3,1,,,2026-05-14,Data Governance Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Data,Data Architect,Data Governance Lead,HLK Data Governance,thi_data_prj_1,MasterData/Architecture,thi_data_ws_2,Column Types,thi_data_dtp_78,task,,,,,,,3,1,,,2026-05-14,Data Governance Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Project charter,thi_opera_dtp_79,task,,,,,,,3,1,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Back-End Developer,HLK Infrastructure and DevOPS,env_tech_prj_4,Data Management,thi_data_ws_1,Supabase Client Onboarding,env_tech_dtp_80,task,,,,,,,3,1,,,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"New Entry Form UX&UI - (suitable for revenue, not included in ""e-commerce admin"")",env_tech_dtp_81,task,,,,The process is under UI Responsibility,,,3,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"Contract Form UX&UI (suitable for revenue, not included in ""e-commerce admin"")",env_tech_dtp_82,task,,,,,,,3,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Expense Form UX&UI,env_tech_dtp_83,task,,,,,,,3,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Campaign Result Form (possible RPA) - UX&UI,env_tech_dtp_84,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"User Form for Generative AI - UX&UI (par is two use cases per modality, text, tts, stt, image, etc. Experimental is agent collaboration frameworks if placed on top of any of the former use cases)",env_tech_dtp_85,task,,,,,,,3,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,"User Form for AI Agent collaboration frameworks - UX&UI - Experimental because of the market, especially if placed on top of any of our former AI use cases",env_tech_dtp_86,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,User Form for RAG - UX&UI - (par is semantic chunking & semantic search. Semantic routing is experimental),env_tech_dtp_87,task,,,,,,,3,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,User Form for GraphRAG - UX&UI - (par is semantic chunking & semantic search. Semantic routing is experimental),env_tech_dtp_88,task,,,,,,,1,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for Business Developer - UX&UI - (options & types),env_tech_dtp_89,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - products - UX&UI - (new/add/modify/delete),env_tech_dtp_90,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - pages - UX&UI - (new/add/modify/delete),env_tech_dtp_91,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - sales & payments - UX&UI - (new/add/modify/delete),env_tech_dtp_92,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,DevOPS,Front-End Developer,Next.js Web App,thi_tech_dtp_1,Components UI Development,env_tech_dtp_8,Form for e-commerce admin - customer & vendors - UX&UI - (new/add/modify/delete),env_tech_dtp_93,task,,,,,,,2,1,,,2026-05-14,Front-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,HUMINT Specialist,Holistika Research and Methodology,hol_resea_prj_1,HUMINT Techniques,hol_resea_ws_1,Enriched Interview,hol_resea_dtp_94,process,,,,,,,2,1,,,2026-05-14,HUMINT Specialist,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,HUMINT Specialist,Holistika Research and Methodology,hol_resea_prj_1,HUMINT Techniques,hol_resea_ws_1,Focus group,hol_resea_dtp_95,process,,,,,,,2,1,,,2026-05-14,HUMINT Specialist,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Stakeholder and Communications,thi_opera_ws_3,Meeting Preparation,thi_opera_dtp_96,task,,,,,,,2,1,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List of Requirements,thi_opera_dtp_97,process,,,,,,,2,1,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,People,People,People Operations Lead,Holistika People and Organisational Development,hol_peopl_prj_1,People Operations,hol_peopl_ws_2,B2E Candidate Interview,thi_peopl_dtp_98,task,,,,,,,2,1,,,2026-05-14,People Operations Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,HxPESTAL,hol_resea_dtp_99,process,,,,,,,2,1,,,2026-05-14,Lead Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,Create Analogy,hol_resea_dtp_100,process,,,,,,,2,1,,,2026-05-14,Lead Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Apply Policy Framework,hol_peopl_dtp_101,process,,,,,,,2,1,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Rant Policy,hol_peopl_dtp_102,process,,,,,,,2,1,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,List Existing Use Cases,hol_opera_dtp_103,process,,,,,,,2,1,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Isolate Concept,hol_peopl_dtp_104,process,,,,,,,2,1,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Declare Signifier,hol_peopl_dtp_105,process,,,,,,,2,1,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Regression Definition and Techniques,hol_peopl_dtp_106,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,Document,thi_opera_dtp_107,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
